Name,Net cash flow / Change in cash,Average Payables,Average Receivables,Current Ratio,SG&A to Revenue,Days Payable Outstanding,Days Inventory Outstanding,EBIT per Revenue,Debt to Assets,Debt to Equity,Payout Ratio,Return on Equity,R&D to Revenue,Price-to-Earnings Ratio,Dividend Yield,cluster
Community Bankers Trust Corporation,0.018360724269725476,-0.08448287828047209,-0.17374120506537008,-0.4959456101347934,-0.0475504180305417,-0.07541706461634984,-0.034094370282855176,0.051761591630355916,-0.4356572002749841,-0.014093312517408425,-0.05784659519570565,-0.015926409156680827,-0.04934991653516031,-0.12383814613533516,-0.20589809805734602,2
"Flexsteel Industries, Inc.",0.014228501331729463,-0.08325065610226952,-0.16614037593797967,0.34421376669427256,-0.057546581320810836,-0.07204886594018614,-0.028597220245270755,0.049215342354469,-0.55555998851954,-0.05821902031889412,0.016955694445307028,-0.015926558058962915,-0.04934991653516031,-0.07047011280782556,-0.006625306269129146,5
"Value Line, Inc.",0.014385331309503237,-0.0843674730196818,-0.1735533091877606,-0.3064771551085178,-0.04205077274816331,-0.07028157435343982,-0.0321879553351863,0.051826536247594895,-0.55555998851954,-0.05821902031889412,0.05923524945979245,-0.01592506678856042,-0.04934991653516031,-0.11302412158744135,0.2184461951702408,2
RiceBran Technologies,0.014665340738323738,-0.08429858517943625,-0.1733955930060226,-0.16849052484683208,-0.04221879656663999,-0.04744211851765978,-0.02292690912426934,0.04366165201927486,-0.5010404321197502,-0.055661643645517726,-0.05784659519570565,-0.01592888880109914,-0.04934991653516031,-0.231416720084706,-0.20589809805734602,2
"Myers Industries, Inc.",0.029306098348448707,-0.07997144987954985,-0.16014316131320594,-0.15881685896869804,-0.05506885695282643,-0.06514859950970205,-0.025704987248445714,0.04881297044557937,-0.11236226619947844,-0.021933498718930886,-1.0909216950971596,-0.015927090735806004,-0.04934991653516031,-0.231416720084706,0.11169291385512464,2
Galapagos NV,0.06052765177620049,-0.07950888723530862,-0.1516307119755697,0.7663871473758588,-0.05809830132177905,-0.05467688329348255,-0.012918248508030358,0.047881020169760535,-0.55555998851954,-0.05821902031889412,-0.05784659519570565,-0.0159271042212957,-0.03599879788702047,-0.231416720084706,-0.20589809805734602,5
"Radiant Logistics, Inc.",0.014941028081142596,-0.07811463253086842,-0.15066055542607024,-0.2606641336856565,-0.06045565041682495,-0.06518213843199826,-0.023448714047462182,0.04888476666325156,-0.24654877586242946,-0.03252834493720448,-0.05784659519570565,-0.015926540078309983,-0.04934991653516031,-0.015138076730544696,-0.20589809805734602,2
Franklin Covey Co.,0.014954920500433582,-0.08379729924299689,-0.16117327069156615,-0.3086674190809255,-0.04436298111585728,-0.07095334848611985,-0.011746017980666006,0.04861066172898782,-0.13006603359129207,-0.01716947131595545,-0.05784659519570565,-0.015927379550043714,-0.04934991653516031,-0.231416720084706,-0.20589809805734602,2
"NACCO Industries, Inc.",0.009530085127518684,-0.08379766181057713,-0.16798288273201276,0.2078698344118927,-0.05212217058401903,-0.06877696065420882,-0.02021896338195956,0.051775272971233986,-0.4968156694467039,-0.055004032500935225,-0.032784958512911126,-0.015926189455577822,-0.04934991653516031,-0.16903238062466225,-0.03242401592028222,5
"Alpha Pro Tech, Ltd.",0.014033390020798307,-0.08441710852141661,-0.1728070889365288,2.01392500165975,-0.054075760951083685,-0.07423143751089553,-0.026659230545592674,0.04961871834842396,-0.55555998851954,-0.05821902031889412,-0.05784659519570565,-0.01592633611027829,-0.04934991653516031,-0.09959758538557142,-0.20589809805734602,8
"EVI Industries, Inc.",0.014761661512074559,-0.08361057693917345,-0.17103684978773012,-0.27307562952930026,-0.056292672227701325,-0.06793083653015458,-0.027130280126472082,0.04916747795800183,-0.3445230340421253,-0.045388296209040016,0.009685906705259751,-0.01592657828719746,-0.04934991653516031,0.8567673641430941,-0.17920977772856694,2
Applied Genetic Technologies Corporation,0.014686333727474556,-0.08441243139963152,-0.17370629842918134,0.8822886159157667,-0.046316571482921925,-0.07168027842460731,-0.033528382137676616,0.04056210460376219,-0.55555998851954,-0.05821902031889412,-0.05784659519570565,-0.015928175755831334,-0.031861239164403386,-0.231416720084706,-0.20589809805734602,5
Allot Ltd.,0.014882371199691775,-0.0832825257925726,-0.16873010291292706,0.11697387955697268,-0.04782126239465336,-0.05395364787690428,-0.013866116134098534,0.04796072504660265,-0.55555998851954,-0.05821902031889412,-0.05784659519570565,-0.015927399216382858,-0.04586427303694541,-0.231416720084706,-0.20589809805734602,5
ZW Data Action Technologies Inc.,0.014819392232239312,-0.08423477328531408,-0.17224494664957332,-0.2491652478305161,-0.057962879139723214,-0.07061557485540068,-0.026582972518964108,0.04658162738631751,-0.43666309614951904,-0.04888094206582263,-0.05784659519570565,-0.01593701661811952,-0.04913567826585071,-0.231416720084706,-0.20589809805734602,2
Hamilton Beach Brands Holding Company,0.013169590261327795,-0.07405586975387543,-0.15404331754192954,-0.25610108374314045,-0.05599424186354125,-0.057994354349673226,-0.02509585170459393,0.04912929009551413,-0.27169617272580104,-0.006158138039446265,-0.01690621160701841,-0.01592509825470305,-0.04934991653516031,-0.09511252736575042,-0.07690454980158061,2
"Huttig Building Products, Inc.",0.01472986330791964,-0.08076656058301546,-0.1613966186215548,0.02133235276183604,-0.05623248459123206,-0.06955074027477882,-0.028737306418777663,0.04872252352371437,0.4495311693156971,0.10547500714868063,-0.05784659519570565,-0.01592754868056035,-0.04934991653516031,-0.231416720084706,-0.20589809805734602,1
Hooker Furniture Corporation,0.01183499184810727,-0.08197256912516668,-0.15688957193178452,0.14453470120976974,-0.057709589502915076,-0.07038035696051541,-0.0243472014759594,0.049442584057812,-0.2491641051362201,-0.04124534599817027,-0.01824538303281659,-0.015926277111260864,-0.04934991653516031,-0.08330264441510331,-0.0911383206435961,2
iClick Interactive Asia Group Limited,0.02098268687057718,-0.08410359633478336,-0.16357591991318976,-0.2208743381869165,-0.0524858042210208,-0.07149809395060294,-0.005703435532949729,0.04693366324751864,-0.1258412709182456,-0.027501273076396045,-0.05784659519570565,-0.015928697756661746,-0.04846799089892268,-0.231416720084706,-0.20589809805734602,2
Investar Holding Corporation,0.010475387080162973,-0.08448287828047209,-0.17374120506537008,-0.4982945880711152,-0.04885949912374804,-0.07541706461634984,-0.034094370282855176,0.051452452283257316,-0.2936247027906611,0.03500831961141818,-0.030489236068685668,-0.01592654906863645,-0.04934991653516031,-0.0689319827145193,-0.1338396331696426,2
"Kimball International, Inc.",0.011560230666574477,-0.08111303016269249,-0.163179675050829,-0.1922183845479156,-0.05466509822484515,-0.0688723369644887,-0.028332585247944738,0.049431584580832535,-0.5543529134700982,-0.058145952413940515,0.00031170672467248866,-0.01592596638310239,-0.04934991653516031,-0.06683957150650804,-0.053774672183305436,2
Landec Corporation,0.013798145054137649,-0.08233665948924335,-0.16467129742900696,-0.3010014951774985,-0.058750334050196,-0.06909233133292544,-0.02739498655988861,0.04904637545962512,-0.19303511533717466,-0.03711700936829125,-0.05784659519570565,-0.015926416461321074,-0.04902921630380117,-0.08720108825519489,-0.20589809805734602,2
Northwest Pipe Company,0.0031624175653890106,-0.08349288750262766,-0.16797942842947325,0.4230632697009502,-0.058808013868479024,-0.06442594054335073,-0.02107083876139342,0.04969150252349376,-0.4706623767087974,-0.0543902620993249,-0.05784659519570565,-0.0159264468036729,-0.04934991653516031,-0.12847286005612651,-0.20589809805734602,5
Regional Management Corp.,0.02325795643001166,-0.08289834918455065,-0.17374120506537008,3.848124227996753,-0.05188643567451445,-0.0675784420254969,-0.034094370282855176,0.051147108123452974,0.8144701925969461,0.11226301551887112,-0.05784659519570565,-0.015926257444921717,-0.04934991653516031,-0.1580917952222441,-0.20589809805734602,8
"Syros Pharmaceuticals, Inc.",0.020171369583983717,-0.08428013048960206,-0.17374120506537008,0.4493464373698426,0.1365033742924471,0.07895719704283131,-0.034094370282855176,-0.2342210787862576,-0.5549564509948189,-0.058189793156912674,-0.05784659519570565,-0.015931421825580848,0.27238864754026304,-0.231416720084706,-0.20589809805734602,5
Unitil Corporation,0.014235910622017987,-0.08143368493065645,-0.15046102400306452,-0.3570357484715958,-0.06123558187273907,-0.06624301646788047,-0.015071546584531387,0.0501085566688082,0.2014772466553995,0.04346227621455097,0.067461588218267,-0.015926440622823456,-0.04934991653516031,-0.021635175196744703,0.050309777098932806,1
"Western New England Bancorp, Inc.",0.014469611986535206,-0.08448287828047209,-0.17374120506537008,-0.498004516594399,-0.04695104948403535,-0.07541706461634984,-0.034094370282855176,0.051656226329020366,-0.30187304896184697,0.02417234930679766,-0.004088427960092956,-0.015926579972883676,-0.04934991653516031,-0.06869826084448535,-0.06445000031481705,2
"Olympic Steel, Inc.",0.01652352899860001,-0.07797837963421436,-0.14574417388536842,0.29840074527141125,-0.05732338550223735,-0.07009910165432197,-0.027433526330723376,0.049045105517926436,0.2445295900854917,0.013789400012889542,-0.05268121969619838,-0.0159263507195588,-0.04934991653516031,-0.1867296528153339,-0.15607990011029174,1
Stepan Company,0.014976839650870466,-0.06958385244892525,-0.12160250795024966,-0.05185896831612155,-0.059530265506110125,-0.06553817505399903,-0.0249394781024488,0.04944094180198642,-0.1888103526641282,-0.03323710361525451,-0.02168896669915477,-0.01592618383662378,-0.04899241463790749,-0.09190416351346653,-0.09469676335409996,2
"Salem Media Group, Inc.",0.014610697222445866,-0.0843461540459637,-0.16719602897459254,-0.3508300005497739,-0.0597384144155663,-0.0746211178643247,-0.02508018934174774,0.04936106998090547,0.35799464473302445,0.02538527652902761,-0.4724158065820854,-0.015927049717441508,-0.04934991653516031,-0.231416720084706,0.9007775849093582,6
Newtek Business Services Corp.,0.01791338836855579,-0.08296404643009007,-0.16859220351944196,-0.1807817291851426,-0.045494007117842065,-0.027081215241853224,0.026264857898921662,0.058470185442496075,0.4656255033082552,0.026079421626086903,0.1223676166759924,-0.01592627149230682,-0.04934991653516031,-0.14706529624704667,0.712180121252653,6
"NantHealth, Inc.",0.001433583164733228,-0.08397133168151193,-0.17085895320694555,-0.3042868911361101,-0.04139874001974636,-0.06853155007121947,-0.02104912218987577,0.030132246373848693,0.852895415004178,5.116077362180574,-0.05784659519570565,-0.01630835081487637,-0.046276977433038734,-0.231416720084706,-0.20589809805734602,11
"Howard Bancorp, Inc.",0.036965760904639884,-0.08448287828047209,-0.17374120506537008,-0.4873168589897519,-0.045988047300527225,-0.07541706461634984,-0.034094370282855176,0.04817551950559485,-0.309920215958126,0.010377128851555902,-0.05784659519570565,-0.01592704185090585,-0.04934991653516031,-0.231416720084706,-0.20589809805734602,2
SeaSpine Holdings Corporation,0.01872624925729269,-0.08388105235403226,-0.16990447487366087,0.32413634694720184,-0.04281064165858768,-0.06927378214300459,-0.024853451190441817,0.046568560159532736,-0.55555998851954,-0.05821902031889412,-0.05784659519570565,-0.0159282943157616,-0.04824455221313967,-0.231416720084706,-0.20589809805734602,5
"Forrester Research, Inc.",0.03325494135180373,-0.0844536915902628,-0.16125653756330796,-0.2745358055109053,-0.04890965548747242,-0.07525979851352024,-0.021822400010716586,0.0493497137676082,-0.55555998851954,-0.05821902031889412,0.12217630647230696,-0.015926398480668146,-0.04934991653516031,0.2543940485207538,-0.04665778676229771,2
"Sterling Construction Company, Inc.",0.017706545681334472,-0.07734453899043936,-0.13922445055014515,-0.19313099453641885,-0.060011766597864176,-0.0662532877628337,-0.021700887220744508,0.04908947188690765,-0.21355539117768585,-0.02176544253753758,-0.05784659519570565,-0.015926107980744224,-0.04934991653516031,-0.12439335105189794,-0.20589809805734602,2
Merus N.V.,0.011621013105928241,-0.0841994582559432,-0.17252488353568754,0.9151243233021124,-0.052947242767285116,-0.06380287645484937,-0.019518443219311902,0.041655813909987766,-0.55555998851954,-0.05821902031889412,-0.05784659519570565,-0.01592845333216096,-0.029814803671673162,-0.231416720084706,-0.20589809805734602,5
"B. Riley Financial, Inc.",0.02340614223578216,-0.08403684764326122,-0.1611263648991876,-0.156809116993991,-0.043823800205820176,-0.0735915253543969,-0.02152086827263773,0.050428994412340486,0.03852211498075133,0.1054677003581853,0.17803888594845968,-0.015926631105365446,-0.04934991653516031,-0.012783305794906448,0.2575890649857834,2
"Steel Connect, Inc.",0.008309095832055538,-0.0790556766853805,-0.15731472385223902,-0.3269196188509897,-0.057273229138512974,-0.06382470295662494,-0.0240675113225566,0.04867050298276514,0.5473042483204861,0.2495722225076969,-0.05784659519570565,-0.015925052179279912,-0.04934991653516031,-0.19877602904158845,-0.20589809805734602,1
Martin Midstream Partners L.P.,0.014640334383599966,-0.07774771413966589,-0.1525210609543881,-0.16155468893420769,-0.0602650562346723,-0.06772032738817972,-0.02722509367761284,0.049661115634636925,0.696378016926553,0.1110427815061458,0.2868943918454833,-0.01592610966643044,-0.04934991653516031,-0.14586065862442124,1.525284280602788,6
"Horizon Bancorp, Inc.",0.014116127095686838,-0.08448287828047209,-0.17374120506537008,-0.4963913883416598,-0.05007328312587806,-0.07541706461634984,-0.034094370282855176,0.052301548571110634,-0.2769268312733824,0.02914096684364321,-0.004662358571149321,-0.01592636195746688,-0.04934991653516031,-0.12654211417323755,0.012056517961016193,2
"Cue Biopharma, Inc.",0.0014291483957751176,-0.08434893831118262,-0.17374120506537008,0.6910055623254934,0.1866747849259455,0.09491666701520328,-0.034094370282855176,-0.2622867843973476,-0.55555998851954,-0.05821902031889412,-0.05784659519570565,-0.015933415992370015,0.2789945465681771,-0.231416720084706,-0.20589809805734602,5
InfuSystem Holdings Inc.,0.014837606737531938,-0.08402578933206394,-0.17184342943070488,-0.284939559379842,-0.046815627301979516,-0.06531590108693748,-0.024780354210818704,0.0487893842403355,0.5040507257154867,0.06240147717852695,-0.05784659519570565,-0.015927269980439918,-0.04934991653516031,-0.231416720084706,-0.20589809805734602,1
"MacroGenics, Inc.",0.017169063414987737,-0.08424880465066935,-0.16981184502398305,0.3181131210230808,-0.044342918570367526,-0.06904605810106987,-0.002019369190771682,0.022175411843405424,-0.55555998851954,-0.05821902031889412,-0.05784659519570565,-0.01593093522416089,-0.007632599554262648,-0.231416720084706,-0.20589809805734602,5
"Apollo Medical Holdings, Inc.",0.011221835412839543,-0.08338065586838073,-0.16668930160890552,-0.06335785417126208,-0.059144061505432374,-0.0705213252432917,-0.026890219144284445,0.04934165614746934,-0.5549564509948189,-0.058160565994931225,-0.05784659519570565,-0.01592663166726085,-0.04934991653516031,0.324263954434888,-0.20589809805734602,2
Stantec Inc.,0.0021580814063323663,-0.04918170962000367,-0.0008204699442429657,-0.24385385769742735,-0.05048707312660421,-0.059249312696061776,-0.009562413142762478,0.04910087540605007,-0.0872148693361068,-0.022444974053606164,0.1326218435935328,-0.01592682889254769,-0.04934991653516031,0.4177092837611401,-0.07957338183445851,2
Graham Holdings Company,-0.02971075112222332,-0.047758371821237766,-0.06442171086252907,-0.15699163899169166,-0.05518923222576494,-0.05815589142463901,-0.020015495537140063,0.04998483740330832,-0.353978455262753,-0.04626511106848336,-0.037759023808732944,-0.015926446241777498,-0.04934991653516031,-0.11435070105530187,-0.13206041181439065,2
"Dime Community Bancshares, Inc.",0.007722218297118637,-0.08448287828047209,-0.17374120506537008,-0.4958856004479582,-0.0497221885798074,-0.07541706461634984,-0.034094370282855176,0.05278226019112355,-0.16124880570187286,0.09215472807563738,0.019825347500588848,-0.015926490069619017,-0.04934991653516031,-0.11774936809030115,0.08767342555922349,2
Allied Motion Technologies Inc.,0.012440083888336792,-0.08298844722824021,-0.166917230398575,-0.04747844037130613,-0.057634354957328514,-0.06745251385318783,-0.0250184685595397,0.04943807568526663,0.3083033885310021,0.029703589711786018,-0.04502881154878021,-0.015926090000091295,-0.048507421255237326,0.008611021430847344,-0.1827682204390708,1
"Blueknight Energy Partners, L.P.",0.0142624605788852,-0.08402325135900225,-0.16943378070130388,-0.3238167448900789,-0.06019232950727195,-0.07393341274355397,-0.027873519071249832,0.04813214933985502,1.0971269333412432,-2.872349004911773,-0.1114134522276329,-0.01589270835602882,-0.04934991653516031,-0.231416720084706,3.275148483493067,6
BRT Apartments Corp.,0.019199208954043527,-0.08260129756606029,-0.17330941724793175,0.013351027387809505,-0.0593045618693504,-0.05350582465740065,-0.034094370282855176,0.04980259827721312,0.8913206374114098,0.2478989674842592,0.033790992369627015,-0.01592629396812299,-0.04934991653516031,-0.1639172897377933,0.3767968957876631,6
"Bankwell Financial Group, Inc.",0.016854168577725433,-0.08448287828047209,-0.17374120506537008,-0.4917420185863666,-0.04686829148389012,-0.07541706461634984,-0.034094370282855176,0.05220642921757763,-0.35679496371145064,0.019444855856299032,-0.016714901403332955,-0.015926406347203804,-0.04934991653516031,-0.11248277369874617,-0.05733311489380932,2
"Carriage Services, Inc.",0.014480417201539303,-0.08388340904330381,-0.16441858792743252,-0.34845721457966555,-0.05835159095858716,-0.07185300387443283,-0.025345145801481086,0.05010540760066829,0.24774845688400324,0.06264260126487385,0.03187789033277247,-0.015926673247520756,-0.04934991653516031,-0.007682995737762911,-0.03331362659790818,1
"CPI Aerostructures, Inc.",0.016025644758039012,-0.08357528631498055,-0.15206134855522044,0.11003804364434833,-0.05838920823138044,-0.06413307762576885,0.06062595675978021,0.04969843248277393,-0.13066957111601302,-0.0344792579994659,-0.05784659519570565,-0.01592683563529254,-0.04934991653516031,0.024436671057531882,-0.20589809805734602,2
"Ennis, Inc.",0.0194421719314214,-0.08352678757138007,-0.16710330822221633,0.5068408666455451,-0.05654596186450945,-0.07227331469674035,-0.02781587014620135,0.049940481919180914,-0.3722857601792876,-0.04984543841121029,0.05617428620082518,-0.015926262501980353,-0.04934991653516031,-0.09284644140846496,0.14727734096016332,5
"First Mid Bancshares, Inc.",0.030789808728725793,-0.08448287828047209,-0.17374120506537008,-0.4917558512625276,-0.04867893621434027,-0.07541706461634984,-0.034094370282855176,0.05199920069029014,-0.3728892977040085,-0.0046602459878972435,-0.004853668774834775,-0.01592653670693756,-0.04934991653516031,-0.1148643348882618,-0.01107335965725899,2
Geospace Technologies Corporation,0.013600563979776988,-0.08423977671792138,-0.17091676732313307,0.4480687833859383,-0.05465506695210028,-0.07023289051154424,-0.01810436580749696,0.046344639391473264,-0.55555998851954,-0.05821902031889412,-0.05784659519570565,-0.01592758014670298,-0.04747040288416208,-0.231416720084706,-0.20589809805734602,5
"Huaneng Power International, Inc.",0.28868403802402176,0.3130687766026163,0.5610757732452171,-0.4896014754015723,-0.05946506223326841,-0.05538505239731057,-0.022717744251230985,0.049428687076268366,0.6553374652455305,0.1373253069179597,0.04306953724837155,-0.015926889577251337,-0.04934991653516031,1.0987092231080948,-0.1729825029851852,1
"Heat Biologics, Inc.",0.018400207142791305,-0.08441006386958931,-0.1737372625244374,0.5741914837970821,-0.03082828636483305,-0.05932915105249659,-0.0337733007740195,0.02185960683980738,-0.55555998851954,-0.05821902031889412,-0.05784659519570565,-0.01592988728923224,-0.012524592427699984,-0.231416720084706,-0.20589809805734602,5
First Internet Bancorp,0.05802203774334126,-0.08448287828047209,-0.17374120506537008,-0.4843947797914046,-0.048189911668027566,-0.07541706461634984,-0.034094370282855176,0.05205991954049958,-0.23809925051633654,0.08324775046179217,-0.0379503340124184,-0.015926542887787002,-0.04934991653516031,-0.1496741126935914,-0.10181364877510772,2
"KalVista Pharmaceuticals, Inc.",0.02078232731235832,-0.0843891183042221,-0.17371420696394288,-0.03451937853456048,-0.0347580374626383,-0.05908995041058865,-0.034094370282855176,0.031199764056019468,-0.5465069256487262,-0.057473727688367275,-0.05784659519570565,-0.015930227235951718,-0.020794452492092167,-0.231416720084706,-0.20589809805734602,2
"Lindblad Expeditions Holdings, Inc.",0.0203334478090452,-0.08214917579350142,-0.17374120506537008,-0.32947492681879875,-0.05233784294803387,-0.06493599418508368,-0.034094370282855176,0.04942249954788372,0.2521743987319567,0.06147351478561607,-0.05784659519570565,-0.0159264192707981,-0.04934991653516031,0.26595820017721505,-0.20589809805734602,1
"Seres Therapeutics, Inc.",0.029928787453113483,-0.08399529739856577,-0.17374120506537008,-0.09913216572058793,-0.032317930367447165,-0.05371261307518326,-0.034094370282855176,0.015749449749562015,-0.55555998851954,-0.05821902031889412,-0.05784659519570565,-0.015915397130551175,-0.0047331540199255255,-0.231416720084706,-0.20589809805734602,2
"NetSol Technologies, Inc.",0.0170193028263105,-0.0839479459638162,-0.1679006200623803,-0.03634459851156695,-0.051219356036980176,-0.0630580503570429,-0.0002423964391224411,0.0495933180965541,-0.3755046269777991,-0.04782876423449063,-0.05784659519570565,-0.015926583344256097,-0.04916590820569195,-0.09649268734136578,-0.20589809805734602,2
"Pangaea Logistics Solutions, Ltd.",0.020003710619732832,-0.08226835962484269,-0.1692350481312118,-0.23930905995468135,-0.06012712623443025,-0.0672377861436429,-0.02911650704627282,0.049402564843764936,0.1960454089329112,0.018348837281994868,-0.05784659519570565,-0.01592635184334961,-0.04934991653516031,-0.16477088265443893,-0.20589809805734602,1
"Recro Pharma, Inc.",0.007638555060944045,-0.08403097404846135,-0.17169116741087134,-0.05404923228852927,-0.04927830476084663,-0.06984051132296154,-0.023251336129359392,0.042290858384620635,0.2757123621960725,-0.29894123318856564,-0.05784659519570565,-0.015903996272801885,-0.04255475179693596,-0.231416720084706,-0.20589809805734602,1
"Firsthand Technology Value Fund, Inc.",0.014541520074946626,-0.08395450919841045,-0.17336819729619254,-0.4666644378814523,-0.05377983840510983,0.2550265298258493,0.009315198842559708,0.12475905790395267,-0.55555998851954,-0.05821902031889412,-0.0555508727514802,-0.01592638611896926,-0.04934991653516031,-0.1935168250648962,-0.17920977772856694,2
"Shineco, Inc.",0.017147916683063428,-0.08430313369850062,-0.17002607259533767,0.5741914837970821,-0.05808576223084794,-0.06625687747561072,0.0008676668304681312,0.05080994918305008,-0.4994309987204945,-0.05585892698889248,-0.05784659519570565,-0.015926374881061175,-0.04934991653516031,-0.18343075638098155,-0.20589809805734602,5
"Everspin Technologies, Inc.",0.01779514844436808,-0.0842813994761329,-0.1726900971636776,0.043965080476715726,-0.05158549749216816,-0.07031359354331951,-0.024172183054188917,0.04555847233152757,0.0021086843225892075,-0.021611999937135,-0.05784659519570565,-0.015930971747362157,-0.043063403393394914,-0.231416720084706,-0.20589809805734602,2
WD-40 Company,0.01821346462524104,-0.08303213662165909,-0.16162532981074948,-0.14458014314804793,-0.05241307749362045,-0.07094205530212791,-0.02308035384670321,0.05054714726335965,-0.007346736898038488,-0.017615185536172476,0.029008237277490655,-0.015924612215178498,-0.04934991653516031,0.12111807829180304,-0.10003442741985577,2
"BCB Bancorp, Inc.",0.036503606422893166,-0.08448287828047209,-0.17374120506537008,-0.4844847322192389,-0.04929335166996394,-0.07541706461634984,-0.034094370282855176,0.05154174040995579,-0.3431147798177765,0.04483595282767887,0.04718270662760881,-0.015926498498050078,-0.04934991653516031,-0.13659123078283855,0.2700436144725469,2
"Neenah, Inc.",0.01624259340849345,-0.07980575649538033,-0.152788133082311,-0.08161005394132632,-0.05891083441411401,-0.06956732631994562,-0.026863448469362613,0.04921663750082638,0.0029134010222171226,-0.013443008163321285,0.08812309021629608,-0.01592644455609129,-0.04934991653516031,0.021748407651212803,0.04141367032267312,2
Bar Harbor Bankshares,0.017066568232663143,-0.08448287828047209,-0.17374120506537008,-0.4953030940089605,-0.04953159439765476,-0.07541706461634984,-0.034094370282855176,0.05198765545944869,-0.15199456365615213,0.08448990484600356,0.012746869964227027,-0.015926469279489066,-0.04934991653516031,-0.13413576544469558,0.1063552497893688,2
Five Star Senior Living Inc.,0.015093227252486041,-0.07788534479312485,-0.16564541074514774,-0.39171492803471786,-0.059826188052083965,-0.06932616050680937,-0.03195591305415938,0.048262549943396585,-0.2612348556306384,0.0027196124124174753,-0.05784659519570565,-0.015932817573764645,-0.04934991653516031,-0.231416720084706,-0.20589809805734602,2
"White Mountains Insurance Group, Ltd.",0.00904940742005064,-0.07927640782823041,-0.16054213325651898,-0.0906155020563317,-0.04519306893549579,-0.0465519483558087,-0.01865895989623782,0.045312658721835285,-0.4402843212978445,-0.053265016363039284,-0.062438040084156564,-0.015927248066519156,-0.04934991653516031,-0.231416720084706,-0.1952227699258344,2
Liberty Latin America Ltd.,0.03735907073078908,-0.0633016802428705,-0.06794864465806359,-0.31487316700274737,-0.05589643695427871,-0.06774162984429442,-0.023411602998437787,0.04911295154557891,0.4440993315932089,0.098643158035518,-0.05784659519570565,-0.01592759194650647,-0.04934991653516031,-0.231416720084706,-0.20589809805734602,1
"iBio, Inc.",0.0169977235770656,-0.0844270791298732,-0.17371847939076807,0.9591303769477372,0.5422783880954349,0.0947502301133083,-0.023083318444459728,-0.2489320967935054,0.6157051677888571,0.05514583421663338,-0.05784659519570565,-0.015932566406519008,0.06864542473642403,-0.231416720084706,-0.20589809805734602,5
Icahn Enterprises L.P.,1.0725604122091768,0.02464996337166894,0.018699807464504302,0.2878607452805732,-0.058283879867559236,-0.06751555654619149,-0.027795564437471446,0.05034001791531433,0.11195251382179644,0.028592957556491126,0.059043939256106986,-0.015925678130760085,-0.04934991653516031,-0.18540399714933126,0.8847645927120908,6
Limoneira Company,0.01461162338373193,-0.08334579383532442,-0.1714623653189783,-0.29205791729016706,-0.05812337950364122,-0.06342606142239476,-0.0269829789078228,0.0497865214207847,-0.1731183770213843,-0.031446939943891035,-0.01996717486598568,-0.015926449613149922,-0.04934991653516031,-0.05068874362586323,-0.1160474196171232,2
"Aeglea BioTherapeutics, Inc.",0.01755280290784758,-0.08444473617103088,-0.17346140655967004,0.8653140701296067,0.020243430997517988,-0.05910837061556853,-0.034094370282855176,-0.05750157871020031,-0.55555998851954,-0.05821902031889412,-0.05784659519570565,-0.015930664390576114,0.0747794738337728,-0.231416720084706,-0.20589809805734602,5
"Celsius Holdings, Inc.",0.012586280608385248,-0.08371579278197247,-0.17198168752623785,-0.07777709198961276,-0.046123469482583064,-0.04842727195554508,-0.01800940938417516,0.0467835985133528,-0.09304906540840904,-0.00894202521817885,-0.05784659519570565,-0.015932304001365298,-0.04934991653516031,-0.231416720084706,-0.20589809805734602,2
"Weyco Group, Inc.",0.014427317287804876,-0.08369723059085074,-0.16456148696932998,0.2770456715404361,-0.05328329040423845,-0.07132581393958917,-0.02283606027615236,0.04955875818630456,-0.5121052867396338,-0.05614389181821156,0.0288169270738052,-0.015926409156680827,-0.04934991653516031,-0.09735089926730063,0.07166043336195603,5
"SilverBow Resources, Inc.",0.012858708789638443,-0.08109801986487056,-0.16703849459825135,-0.3871518780922018,-0.059036225323424965,-0.05723215613820865,-0.022320327420653596,0.052473192533851916,0.44832409426625536,0.04493824789461391,-0.05784659519570565,-0.015925443258481168,-0.04934991653516031,-0.1972933270597527,-0.20589809805734602,1
Cherry Hill Mortgage Investment Corporation,0.00948902531050311,-0.08430021673354733,-0.17004828294254246,-0.4915256942829745,-0.05617982040932146,-0.07151143091267229,-0.002220658234830353,0.05608074422406719,1.0852573620217318,0.2975559156907333,0.12734168197181422,-0.015926387804655467,-0.04934991653516031,-0.15708854640462813,0.8643035471266935,6
Cerecor Inc.,0.01708887544467889,-0.08438334909262858,-0.1726513878858091,-0.3486397365773662,-0.034963678553908265,-0.06787038786317225,-0.003411087106254317,0.027934438689024812,-0.11517877464817605,-0.004477576225513212,-0.05784659519570565,-0.01593817861781521,-0.045200528705648835,-0.231416720084706,-0.20589809805734602,2
"AstroNova, Inc.",0.012130128577933505,-0.08387503373220027,-0.17027763045062594,-0.05806471623794336,-0.05434911313338155,-0.0654586249226777,-0.02121835428831425,0.04919352185240864,-0.17492898959554706,-0.03164422328726579,0.05368725355291427,-0.015926678866474798,-0.04848639173186951,0.028402552433245912,-0.021748687788770604,2
